time,percentages
12980.114374,127.31481481481481
13157.90567,128.70370370370372
13335.692898000001,126.75925925925927
13513.484373000001,128.05555555555554
13691.270394000001,129.16666666666669
13869.073357000001,129.44444444444446
14046.880504,128.98148148148147
14224.675877000001,129.44444444444446
14402.458181000002,129.25925925925924
14580.25588,130.83333333333334
14758.037652,130.462962962963
14935.827339000001,132.3148148148149
15113.609530000002,132.12962962962976
15291.412392,133.3333333333335
15469.210947000001,132.50000000000023
15647.008818,135.37037037037064
15824.803717,134.53703703703727
16002.616532000002,134.44444444444468
16180.415112,136.11111111111137
16358.211323000001,136.20370370370398
16535.993018,136.38888888888914
16713.782899,138.79629629629656
16891.586214000003,138.61111111111134
17069.383027,137.50000000000026
17247.179999,140.5555555555558
17424.940559000002,141.48148148148175
17602.723051,141.75925925925952
17780.522626,142.1296296296299
17958.293841000002,141.66666666666694
18136.090180000003,141.66666666666694
18313.881399,143.4259259259262
18491.66131,143.98148148148172
18669.45854,144.16666666666694
18847.238986,144.62962962962987
19025.006381000003,145.27777777777803
19202.781863,145.83333333333357
19380.57496,147.3148148148151
19558.373392,146.6666666666669
19736.162581,147.22222222222248
19913.962076,148.7962962962966
20091.727988000002,149.72222222222246
20269.520247,150.74074074074105
20447.302713,151.57407407407433
20625.085901000002,153.88888888888914
20802.880913,153.98148148148175
20980.664324,153.79629629629653
21158.455639,154.81481481481507
21336.251197,155.6481481481484
21514.070074000003,156.75925925925952
21691.909188,157.0370370370373
21869.747678,157.50000000000026
22047.559403000003,157.87037037037067
22225.356186,158.98148148148178
22403.147820000002,159.53703703703727
22580.944622000003,160.92592592592618
22758.741068000003,163.05555555555583
22936.516853,162.31481481481504
23114.307046,164.07407407407433
23292.084082,163.05555555555583
23469.865328,164.81481481481507
23647.6349,165.18518518518545
23825.394562,165.74074074074102
24003.180962000002,166.9444444444447
24180.960983,166.57407407407436
24358.758818000002,168.4259259259262
24536.519752,168.05555555555583
24714.295882000002,168.0555555555558
24892.077692000003,170.92592592592618
25069.866093,169.4444444444447
25247.647852000002,170.74074074074102
25425.434486000002,171.57407407407433
25603.216567000003,172.40740740740765
25780.976586,175.09259259259284
25958.756908000003,173.98148148148175
26136.549475000003,175.00000000000026
26314.346587,174.3518518518521
26492.132343,175.00000000000026
26669.914462,178.51851851851876
26847.68975,177.96296296296325
27025.465838,178.24074074074102
27203.210683,178.42592592592615
27380.976958000003,179.4444444444447
27558.738079000002,179.6296296296299
27736.504828,181.2962962962966
27914.271405000003,180.55555555555583
28092.022305000002,181.85185185185208
28269.772022,181.9444444444447
28447.542696,183.5185185185188
28625.318124,183.3333333333336
28803.080666,183.70370370370398
28980.848080000003,185.00000000000026
29158.601033000003,184.90740740740767
29336.347312,186.38888888888917
29514.103426,187.96296296296325
29691.868019,185.92592592592618
29869.629048000003,187.59259259259284
30047.393826000003,188.5185185185188
30225.154141000003,189.5370370370373
30402.914812000003,189.5370370370373
30580.678620000002,190.6481481481484
30758.444541,191.48148148148175
30936.237105,192.68518518518547
31113.995886,191.66666666666694
31291.770275000003,191.9444444444447
31469.536814000003,193.70370370370395
31647.289342000004,193.98148148148175
31825.056128,194.4444444444447
32002.813519000003,195.18518518518545
32180.559811000003,196.85185185185213
32358.320805000003,196.6666666666669
32536.097848,197.31481481481507
32713.874149000003,197.68518518518545
32891.648499,198.3333333333336
33069.423147,198.3333333333336
33247.212457,197.3148148148151
33425.000612,197.96296296296322
33602.774957,199.8148148148151
33780.532583,199.3518518518521
33958.298484,201.11111111111137
34136.080046,199.07407407407433
34313.835281,201.01851851851876
34491.606601,202.12962962962985
34669.348452000006,201.38888888888914
34847.104087,200.92592592592618
35024.867556000005,201.20370370370395
35202.601447,202.59259259259284
35380.351834,204.07407407407433
35558.135052000005,204.6296296296299
35735.901478,205.3703703703706
35913.666927000006,205.18518518518545
36091.442513,206.6666666666669
36269.227058000004,207.87037037037064
36447.011613,207.87037037037064
36624.810882000005,208.6111111111114
36802.58892,208.7962962962966
36980.346046,210.6481481481484
37158.096208,209.81481481481507
37335.858612,212.22222222222248
37513.631254,212.31481481481507
37691.400102,211.2962962962966
37869.157426000005,213.42592592592618
38046.935512000004,212.96296296296325
38224.700894,214.35185185185208
38402.453564,214.0740740740743
38580.24087,214.25925925925955
38758.023595000006,215.27777777777803
38935.785809,215.83333333333354
39113.558426,216.66666666666697
39291.34982,216.20370370370395
39469.131884,215.83333333333354
39646.915624,216.48148148148172
39824.683813,219.16666666666694
40002.466998,219.8148148148151
40180.218838,218.70370370370398
40357.995347000004,219.62962962962993
40535.782563,217.8703703703706
40713.555596000006,218.51851851851873
40891.303408,217.96296296296322
41069.070182,220.00000000000023
41246.840430000004,219.90740740740767
41424.618873,219.81481481481504
41602.383781000004,221.1111111111114
41780.126576,220.83333333333363
41957.880012,221.38888888888917
42135.645683,220.92592592592618
42313.386684000005,221.1111111111114
42491.162871,221.48148148148175
42668.921169,220.92592592592618
42846.707261,222.68518518518542
43024.489647,224.16666666666694
43202.256463000005,220.92592592592618
43380.027038,220.18518518518545
43557.771017,221.8518518518521
43735.526979,221.1111111111114
43913.266176000005,222.96296296296325
44091.024242,222.40740740740765
44268.776454000006,223.8888888888891
44446.558972000006,223.7962962962966
44624.339706000006,222.22222222222246
44802.115816000005,221.66666666666694
44979.885433,223.05555555555583
45157.668773000005,223.51851851851876
45335.446306000005,223.7962962962966
45513.229492000006,223.61111111111134
45691.026415,225.46296296296325
45868.816709000006,225.55555555555583
46046.587108,224.72222222222248
46224.353902,226.66666666666688
46402.135494,224.07407407407436
46579.922878000005,224.3518518518521
46757.713179000006,224.6296296296299
46935.509936,226.48148148148172
47113.290885,225.27777777777806
47291.056434000006,226.11111111111137
47468.837531000005,224.6296296296299
47646.635711,226.01851851851876
47824.422804,225.64814814814844
48002.199120000005,227.59259259259284
48179.982839000004,226.5740740740743
48357.749416000006,224.90740740740765
48535.520681,225.18518518518547
48713.315543000004,226.85185185185213
48891.091993,227.50000000000026
49068.857867000006,228.14814814814838
49246.638883,228.70370370370395
49424.42106,229.8148148148151
49602.18081400001,228.88888888888914
49779.967237000004,228.70370370370395
49957.743663,228.61111111111137
50135.508667,230.09259259259287
50313.28349,230.46296296296322
50491.076918000006,231.48148148148172
50668.841702000005,230.46296296296322
50846.638734,233.6111111111114
51024.409473,226.20370370370395
51202.19483,226.85185185185213
51379.966136,227.3148148148151
51557.739125,227.59259259259284
51735.527354000005,226.85185185185208
51913.308638,227.8703703703706
52091.105608000005,227.777777777778
52268.898033000005,228.0555555555558
52446.666233,228.5185185185188
52624.432763000004,226.5740740740743
52802.215246,226.38888888888914
52979.984092000006,225.09259259259284
53157.766297,225.09259259259284
53335.515787000004,225.18518518518542
53513.29132900001,225.00000000000023
53691.068226,225.27777777777806
53868.843312000005,226.29629629629656
54046.628468,223.1481481481484
54224.418494000005,224.07407407407436
54402.184259,222.22222222222246
54579.965705,219.53703703703727
54757.748581,219.44444444444468
54935.51338900001,220.37037037037064
55113.29119900001,219.53703703703727
55291.066817000006,219.72222222222246
55468.842603000005,220.18518518518545
55646.607452000004,220.09259259259287
55824.373546,219.90740740740767
56002.139068000004,220.5555555555558
56179.902995000004,220.5555555555558
56357.669931000004,220.5555555555558
56535.435289,218.70370370370398
56713.195525,219.07407407407433
56890.944584000004,218.88888888888914
57068.721007,218.7962962962965
57246.480599,218.70370370370398
57424.269365,219.07407407407433
57602.032958,219.35185185185216
57779.813736000004,218.70370370370398
57957.589669,218.98148148148172
58135.365248,217.59259259259287
58313.140986000006,217.77777777777803
58490.911121000005,217.1296296296299
58668.671194,218.33333333333363
58846.431586000006,216.94444444444474
59024.186838,216.20370370370395
59201.961899,216.7592592592595
59379.733491000006,216.38888888888914
59557.493675000005,216.66666666666697
59735.258195,217.40740740740767
59913.002323,215.3703703703706
60090.75623100001,215.3703703703706
60268.526110000006,216.29629629629656
60446.30022600001,216.20370370370395
60624.090777000005,213.05555555555583
60801.888663000005,213.05555555555583
60979.662776000005,212.22222222222248
61157.463615,211.3888888888891
61335.229662000005,212.0370370370373
61513.01337,212.40740740740765
61690.810167,207.77777777777806
61868.580791,206.75925925925952
62046.350188000004,205.55555555555586
62224.152541,205.46296296296322
62401.923921,204.9074074074077
62579.690134000004,204.44444444444474
62757.44697700001,204.1666666666669
62935.204798000006,202.22222222222248
63112.952817000005,201.9444444444447
63290.700966000004,202.2222222222225
63468.44450500001,202.59259259259284
63646.20493100001,203.24074074074102
63823.956361000004,202.68518518518545
64001.713185,202.59259259259284
64179.47326200001,203.33333333333354
64357.22833500001,203.14814814814844
64534.976136000005,203.4259259259262
64712.71894100001,202.77777777777803
64890.446834,201.9444444444447
65068.183483,202.50000000000026
65245.926148000006,201.38888888888914
65423.65889200001,201.9444444444447
65601.413487,200.00000000000026
65779.170755,199.3518518518521
65956.921025,199.72222222222246
66134.65717800001,198.61111111111137
66312.421986,198.0555555555558
66490.194678,197.22222222222248
66667.97097400001,197.03703703703732
66845.73279000001,195.740740740741
67023.487268,193.5185185185188
67201.24740800001,193.98148148148172
67379.00259,193.5185185185188
67556.76956300001,194.07407407407433
67734.507079,192.96296296296322
67912.26159000001,193.240740740741
68089.99368,191.01851851851876
68267.751277,191.75925925925952
68445.48908500001,191.8518518518521
68623.258658,191.1111111111114
68801.052186,190.5555555555558
68978.812148,190.18518518518545
69156.59058100001,190.18518518518545
69334.37434600001,191.29629629629656
69512.141265,189.5370370370373
69689.89846000001,191.29629629629653
69867.65075900001,190.3703703703706
70045.423587,191.01851851851876
70223.18582900001,189.90740740740765
70400.93724300001,190.92592592592615
70578.704293,190.83333333333357
70756.45100100001,188.98148148148175
70934.212864,189.07407407407433
71111.989925,188.1481481481484
71289.757274,187.77777777777803
71467.524227,190.83333333333357
71645.260808,187.0370370370373
71823.005671,188.98148148148178
72000.751415,188.70370370370395
72178.507605,187.96296296296325
